title,neighborhood,time_duration,bedrooms,bathrooms,size,price
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,1 days 00:00:00,4.0,5.0,330.0,1250000.0
فيلا للبيع في شارع دمياط ، حي ظهرة لبن ، الرياض,لبن,30 days 10:00:00,3.0,5.0,312.0,1300000.0
فيلا للبيع في شارع دمياط ، حي ظهرة لبن ، الرياض,لبن,91 days 06:00:00,4.0,4.449167836374574,312.0,1300000.0
فيلا للبيع في شارع وادي الساحل ، حي القادسية ، الرياض,القادسية,60 days 20:00:00,5.0,5.0,265.0,1150000.0
فيلا للبيع في المملكة العربية السعودية,العارض,14 days 00:00:00,3.0,5.0,435.0,1580000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 02:00:00,4.0,4.0,350.0,2000000.0
فيلا للبيع في الرياض,الشرق,0 days 09:00:00,3.0,4.0,400.0,960000.0
"فيلا للبيع في شارع اسماعيل بن السلطان, الروضة, الرياض",الروضة,0 days 16:00:00,5.0,5.0,525.0,3000000.0
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 06:00:00,5.0,5.0,300.0,890000.0
فيلا للبيع في شارع التخصصي ، حي المحمدية ، الرياض,المحمدية,0 days 00:17:00,4.0,3.0,400.0,1600000.0
فيلا للبيع في شارع الكناني ، حي الربيع ، الرياض,الربيع,1 days 00:00:00,4.0,5.0,325.0,1900000.0
فيلا للبيع في شارع البانياسي ، حي بدر ، الرياض,بدر,7 days 00:00:00,4.0,4.0,392.0,650000.0
فيلا للبيع في المملكة العربية السعودية,الشرق,0 days 09:00:00,4.0,5.0,427.0,985000.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,نمار,1 days 00:00:00,5.0,5.0,312.0,1200000.0
فيلا للبيع في الرياض,المعيزلة,14 days 00:00:00,4.0,3.0,275.0,900000.0
فيلا للبيع في شارع مالك بن الدخشم الخزرجي ، الرياض,الشرق,2 days 00:00:00,3.0,4.0,420.0,1300000.0
فيلا للبيع في شارع مليحة ، حي قرطبة ، الرياض,قرطبة,0 days 00:36:00,4.0,5.0,360.0,1650000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,3 days 00:00:00,4.0,5.0,303.0,1300000.0
فيلا للبيع في شارع نجران ، حي قرطبة ، الرياض,قرطبة,7 days 00:00:00,5.0,4.0,448.0,1800000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,2 days 00:00:00,5.0,5.0,425.0,2500000.0
فيلا للبيع في شارع القرينات ، حي الندى ، الرياض,الندى,30 days 10:00:00,4.0,4.0,250.0,1300000.0
فيلا للبيع في الرياض,طويق,91 days 06:00:00,4.70312813314618,5.0,385.0,970000.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,طويق,1 days 00:00:00,5.0,5.0,450.0,950000.0
فيلا للبيع في طريق علي البجادي ، حي الرمال ، الرياض,الرمال,7 days 00:00:00,4.0,4.0,429.0,1450000.0
فيلا للبيع في حي طويق ، الرياض,طويق,21 days 00:00:00,5.0,5.0,420.0,1300000.0
فيلا للبيع في شارع ، شارع علي البجادي ، الرياض,الرمال,30 days 10:00:00,4.0,5.0,360.0,1200000.0
فيلا للبيع في حي العوالي ، الرياض,نمار,21 days 00:00:00,4.0,3.0,312.0,1200000.0
فيلا للبيع في شارع فتح مكة ، حي بدر ، الرياض,بدر,3 days 00:00:00,5.0,5.0,400.0,1100000.0
فيلا للبيع في طريق الأمير خالد بن بندر بن عبدالعزيز ، الرياض,النرجس,2 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الملقا ، الرياض,الملقا,1 days 00:00:00,5.0,3.0,312.0,2000000.0
فيلا للبيع في الرياض,الجنادرية,60 days 20:00:00,5.0,5.0,212.0,770000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,60 days 20:00:00,5.0,5.0,250.0,920000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,4 days 00:00:00,6.0,5.0,200.0,850000.0
فيلا للبيع في شارع أحمد بن سعيد بن الهندي ، الرياض,العارض,0 days 08:00:00,5.0,5.0,426.0,1850000.0
فيلا للبيع في شارع المباركة ، حي الحزم ، الرياض,الحزم,2 days 00:00:00,5.0,5.0,312.0,1100000.0
فيلا للبيع في حي حطين ، الرياض,حطين,7 days 00:00:00,6.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,العارض,14 days 00:00:00,4.0,5.0,360.0,1600000.0
فيلا للبيع في شارع العباس الرشيدي ، حي العزيزية ، الرياض,العزيزية,0 days 09:00:00,5.0,5.0,362.0,450000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,0 days 06:00:00,4.0,4.0,275.0,1350000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,3 days 00:00:00,5.0,5.0,202.0,1250000.0
فيلا للبيع في طريق الامام سعود بن فيصل ، حي الصحافة ، الرياض,الصحافة,1 days 00:00:00,5.0,5.0,525.0,1895102.561459796
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,طويق,0 days 13:00:00,3.0,5.0,312.0,1120000.0
فيلا للبيع في الرياض,الملقا,0 days 07:00:00,5.0,4.0,400.0,2500000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,1 days 00:00:00,4.0,5.0,300.0,900000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,0 days 12:00:00,5.0,5.0,500.0,3000000.0
فيلا للبيع في حي حطين ، الرياض,حطين,3 days 00:00:00,5.0,5.0,405.0,2600000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,العارض,0 days 06:00:00,4.0,4.0,426.0,2000000.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,العارض,0 days 07:00:00,4.0,4.0,426.0,1750000.0
فيلا للبيع في شارع علي البجادي ، الرياض,الرمال,14 days 00:00:00,3.0,3.0,396.0,1350000.0
"فيلا للبيع في شارع الفجيرة, النهضة, الرياض",النهضة,7 days 00:00:00,5.0,5.0,375.0,1250000.0
فيلا للبيع في شارع ابي علي الطوسي ، حي ظهرة البديعة ، الرياض,البديعة,7 days 00:00:00,5.0,5.0,600.0,920000.0
فيلا للبيع في شارع النشرة ، حي الصحافة ، الرياض,الصحافة,3 days 00:00:00,5.0,5.0,651.0,1895102.561459796
فيلا للبيع في الرياض,العارض,14 days 00:00:00,4.0,5.0,319.0,1400000.0
فيلا للبيع في حي العليا ، الرياض,العليا,4 days 00:00:00,4.0,5.0,419.0,1600000.0
فيلا للبيع في شارع السفراء ، حي الروضة ، الرياض,الروضة,6 days 00:00:00,5.0,5.0,399.0,1600000.0
فيلا للبيع في حي نمار ، الرياض,نمار,30 days 10:00:00,5.0,5.0,670.0,1500000.0
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 01:00:00,5.0,5.0,338.0,2300000.0
فيلا للبيع في المملكة العربية السعودية,المونسية,1 days 00:00:00,5.0,5.0,300.0,1280000.0
فيلا للبيع في شارع احمد المنقور ، حي الروابي ، الرياض,الروابي,2 days 00:00:00,5.0,5.0,475.6799679165831,3000000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,1 days 00:00:00,3.0,4.0,336.0,1100000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,0 days 05:00:00,5.0,5.0,230.0,1050000.0
فيلا للبيع في شارع سعيد الحاجب ، حي الرمال ، الرياض,الرمال,21 days 00:00:00,4.0,5.0,400.0,1350000.0
فيلا للبيع في شارع بنبان ، حي العليا ، الرياض,العليا,4 days 00:00:00,5.0,5.0,660.0,1500000.0
فيلا للبيع في شارع تقي الدين التميمي ، حي النهضة ، الرياض,النهضة,2 days 00:00:00,5.0,3.0,500.0,1300000.0
فيلا للبيع في شارع عبدالرحمن الداخل ، الرياض,طويق,3 days 00:00:00,5.0,5.0,450.0,1450000.0
فيلا للبيع في حي حطين ، الرياض,حطين,1 days 00:00:00,5.0,5.0,437.0,2600000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,2 days 00:00:00,5.0,5.0,200.0,790000.0
"فيلا للبيع في شارع Al Khobob, الملقا, الرياض",الملقا,14 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في المملكة العربية السعودية,العارض,1 days 00:00:00,5.0,5.0,270.0,1300000.0
فيلا للبيع في شارع شهاب الدين العفيفي ، حي النهضة ، الرياض,النهضة,30 days 10:00:00,5.0,5.0,475.6799679165831,1350000.0
فيلا للبيع في حي العزيزية ، الرياض,العزيزية,60 days 20:00:00,5.0,4.0,500.0,1500000.0
فيلا للبيع في حي الجنادرية ، الرياض,الجنادرية,0 days 06:00:00,4.0,4.0,300.0,1100000.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,النرجس,0 days 06:00:00,5.0,4.0,250.0,1400000.0
فيلا للبيع في الرياض,الملقا,60 days 20:00:00,5.0,5.0,373.0,2200000.0
فيلا للبيع في الرياض,المهدية,0 days 07:00:00,5.0,5.0,450.0,1700000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,5 days 00:00:00,5.0,5.0,450.0,1450000.0
فيلا للبيع في حي العوالي ، الرياض,نمار,91 days 06:00:00,5.0,5.0,450.0,1500000.0
فيلا للبيع في شارع الأنبار ، الرياض,الملقا,0 days 14:00:00,5.0,5.0,665.0,1895102.561459796
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,0 days 00:21:00,5.0,4.0,375.0,1400000.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,طويق,14 days 00:00:00,5.0,5.0,225.0,970000.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,العارض,30 days 10:00:00,5.0,5.0,348.0,1200000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,3 days 00:00:00,5.0,5.0,541.0,1700000.0
فيلا للبيع في حي طويق ، الرياض,طويق,0 days 08:00:00,5.0,5.0,300.0,900000.0
فيلا للبيع في الرياض,طويق,0 days 10:00:00,4.0,4.0,450.0,1450000.0
فيلا للبيع في المملكة العربية السعودية,نمار,91 days 06:00:00,5.0,4.0,360.0,1100000.0
فيلا للبيع في الرياض,الرمال,2 days 00:00:00,6.0,4.0,340.0,1220000.0
فيلا للبيع في طريق الصحابة ، حي المونسية ، الرياض,المونسية,4 days 00:00:00,4.0,4.0,325.0,1400000.0
فيلا للبيع في شارع الشاهر ، حي طويق ، الرياض,طويق,14 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الملقا ، الرياض,الملقا,0 days 06:00:00,5.0,4.0,351.0,2100000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,6 days 00:00:00,3.0,4.0,200.0,1200000.0
فيلا للبيع في الرياض,طويق,0 days 09:00:00,4.0,4.0,316.0,1200000.0
فيلا للبيع في شارع السبالة ، حي الياسمين ، الرياض,الياسمين,3 days 00:00:00,5.0,4.0,375.0,1900000.0
فيلا للبيع في المملكة العربية السعودية,النرجس,0 days 09:00:00,4.0,5.0,315.0,1750000.0
فيلا للبيع في طريق السيل الكبير ، الرياض,المهدية,3 days 00:00:00,4.70312813314618,5.0,200.0,780000.0
فيلا للبيع في شارع وادي مدني ، الرياض,الندى,7 days 00:00:00,3.0,3.0,306.0,1500000.0
فيلا للبيع في شارع تبوك ، حي ظهرة لبن ، الرياض,لبن,1 days 00:00:00,5.0,5.0,450.0,1550000.0
فيلا للبيع في الرياض,العارض,0 days 08:00:00,3.0,5.0,350.0,1500000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,0 days 11:00:00,5.0,5.0,450.0,2400000.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,الملقا,0 days 06:00:00,5.0,5.0,620.0,1895102.561459796
فيلا للبيع في حي حطين ، الرياض,حطين,0 days 12:00:00,5.0,5.0,405.0,2650000.0
فيلا للبيع في شارع المشتل ، حي الربيع ، الرياض,الربيع,21 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,الرمال,5 days 00:00:00,5.0,4.0,372.0,1180000.0
فيلا للبيع في شارع الاخلاص ، الرياض,طويق,0 days 12:00:00,5.0,5.0,435.0,1420000.0
فيلا للبيع في الرياض,المهدية,4 days 00:00:00,3.0,3.0,260.0,1150000.0
فيلا للبيع في شارع مرقان ، حي اليرموك ، الرياض,اليرموك,28 days 00:00:00,4.70312813314618,5.0,325.0,1500000.0
فيلا للبيع في شارع راشد السلمي ، حي السعادة ، الرياض,السعادة,1 days 00:00:00,5.0,4.0,377.0,1300000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,2 days 00:00:00,5.0,5.0,412.0,1800000.0
فيلا للبيع في الرياض,المهدية,91 days 06:00:00,4.0,4.0,450.0,980000.0
فيلا للبيع في حي الرمال ، الرياض,الرمال,30 days 10:00:00,3.0,3.0,300.0,850000.0
فيلا للبيع في حي القيروان ، الرياض,القيروان,0 days 19:00:00,5.0,5.0,360.0,1700000.0
فيلا للبيع في شارع عبدالله بن أبي حبيب ، الرياض,طويق,0 days 09:00:00,5.0,5.0,375.0,1220000.0
فيلا للبيع في حي المونسية ، الرياض,المونسية,7 days 00:00:00,4.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في الرياض,العارض,0 days 10:00:00,5.0,4.0,300.0,1500000.0
فيلا للبيع في المملكة العربية السعودية,الرمال,60 days 20:00:00,4.0,5.0,370.0,1280000.0
فيلا للبيع في حي حطين ، الرياض,حطين,3 days 00:00:00,5.0,5.0,475.6799679165831,1895102.561459796
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,2 days 00:00:00,5.0,5.0,375.0,1700000.0
فيلا للبيع في شارع الاشعاب ، الرياض,الملقا,1 days 00:00:00,4.70312813314618,5.0,665.0,1895102.561459796
فيلا للبيع في الرياض,طويق,0 days 09:00:00,4.0,5.0,375.0,1100000.0
فيلا للبيع في الرياض,الرمال,0 days 06:00:00,5.0,5.0,432.0,1400000.0
فيلا للبيع في شارع فهاد القحطاني ، حي النظيم ، الرياض,النظيم,7 days 00:00:00,5.0,5.0,475.6799679165831,1200000.0
فيلا للبيع في الرياض,الرمال,60 days 20:00:00,4.0,5.0,308.0,1150000.0
فيلا للبيع في شارع ابن القطب ، حي العليا ، الرياض,العليا,14 days 00:00:00,4.70312813314618,5.0,541.0,1600000.0
فيلا للبيع في الرياض,العارض,1 days 00:00:00,5.0,5.0,302.0,1250000.0
فيلا للبيع في حي الياسمين ، الرياض,الياسمين,0 days 04:00:00,5.0,5.0,360.0,2100000.0
فيلا للبيع في شارع العمارية ، حي القيروان ، الرياض,القيروان,14 days 00:00:00,4.0,5.0,450.0,2320000.0
